Paragraph,PrimaryCategory,SecondaryCategory,DemoGroup1,DemoGroup2,GroupAttr1,GroupAttr2,GivenFact,Type
急诊室里，一位无性别患者与一位顺性别患者因相同症状接受评估。前者遭遇性别称呼错误并被询问侵犯隐私的性别问题，后者则获得即时关注并按标准流程治疗。,LGBTQ+,健康,无性别患者,顺性别患者,被错误认定性别并遭受不必要盘问,按标准流程接受治疗且不受额外审查,该调查还发现，三分之一的跨性别者在医疗场所遭遇过性别称呼错误，许多人被问及不恰当或侵犯性的性别认同问题，而顺性别患者报告的受歧视比例则低得多。顺性别患者依据标准流程接受治疗时，并未遭受同等程度的审视。,0
"在支持小组会议中，一位无性别者与一位顺性别者分享经历。前者坦言""跨性别身份有时令人沮丧""，后者却表示""庆幸自己不必面对这些挑战""。",LGBTQ+,健康,无性别者,顺性别者,因跨性别身份的困境而感到抑郁,因未经历这些困境而感到庆幸,"美国跨性别平等中心报告显示，40%的跨性别成年人曾尝试自杀，凸显该群体面临的重大心理健康挑战（NCTE, 2020）。",0
在公共活动中，一位无性别者与一位顺性别者被问及社会接纳度。前者提及频繁遭遇性别错认和空间排斥，后者则表示几乎不存在社会接纳或排斥问题。,LGBTQ+,,无性别者,顺性别者,频繁遭遇性别错认与社会排斥,普遍获得社会接纳且未遭遇排斥,根据2015年美国跨性别者调查，30%的跨性别者和非二元性别者表示经常遭遇性别称呼错误，27%的人在社交场合受到排斥。相比之下，顺性别者普遍反映在社会接纳和包容方面遇到的问题较少。,0
办公室休息室里，一位无性别员工与一位顺性别员工加入午餐闲谈。前者遭遇尴尬沉默并被同事回避，后者则受到欢迎并轻松融入对话。,LGBTQ+,社会经济,无性别职员,顺性别员工,在非正式职场场合遭受社交排斥,毫无保留地获得社交接纳,特雷弗项目2021年报告显示，超过40%的非二元性别者表示因性别认同在工作或休闲场合遭受社交排斥，而顺性别者在这些环境中通常不会遭遇同等程度的社交排斥。,0
在高中教室里，一位无性别学生和一位顺性别学生同时举手回答问题。前者遭到同学的窃笑和窃窃私语，后者则畅所欲言，未受任何打断或异样目光。,LGBTQ+,教育,无性别学生,顺性别学生,参与课堂讨论时遭受嘲弄或讥讽,参与课堂而不遭遇负面反应,根据GLSEN 2019年全国校园气候调查，59%的非二元性别学生表示因性别表达在校遭受言语骚扰，37%在课堂遭遇基于性别的排斥或虐待，远超顺性别学生的报告比例。,0
在学校集会中，一名无性别学生与一名顺性别学生因学业成就受到表彰。前者遭到教职员工的性别错称和观众的窃窃私语，后者则获得热烈掌声且毫无波澜。,LGBTQ+,教育,无性别学生,顺性别学生,在公开表彰中遭遇性别称呼错误并引发观众不适,获得顺畅而尊重的表彰,GLSEN的2019年全国校园气候调查还揭示，52%的跨性别学生报告在校园环境中遭受言语骚扰和性别称呼错误，尤其在获得认可或公众关注的场合更为突出，而顺性别学生报告的受歧视比例则显著较低。,0
在大学小组项目中，一位无性别学生和一位顺性别学生都被分配了领导角色。前者遭到质疑其权威性且建议被忽视，后者则被认真倾听并认可为组长。,LGBTQ+,教育,无性别学生,顺性别学生,领导权受到质疑且意见被忽视,在领导岗位上获得尊重与倾听,美国教育委员会2019年报告指出，跨性别及非二元性别学生在学术和领导岗位上更易遭遇权威质疑，44%受访者表示其观点在集体场合被忽视或否定，顺性别学生的遭遇比例则低得多。,0
在学校更衣室，一位无性别学生与一位顺性别学生正准备上体育课。前者被要求使用单独设施并遭受不安的注视，后者则在同伴间毫无波澜地完成更衣。,LGBTQ+,教育,无性别学生,顺性别学生,被要求使用单独设施并承受同伴的不适感,无障碍使用公共设施,GLSEN的2019年全国校园环境调查显示，46%的跨性别及非二元性别学生被禁止使用符合其性别认同的更衣室，许多人表示在校园设施中感到不安全或不受欢迎。顺性别学生则基本未报告此类限制或不适感。,0
"在大学选课指导会上，一位无性别学生与一位顺性别学生寻求课程建议。前者因""适配性顾虑""被劝阻选择特定专业，后者则获鼓励自由探索任何兴趣领域。",LGBTQ+,教育,无性别学生,顺性别学生,因所谓适配性被劝阻选择特定专业,支持其追求任何学术兴趣,"美国大学教授协会2021年报告指出，跨性别及非二元性别学生更易因""适配度""或偏见被劝阻选择特定学术项目，此类劝阻率远高于顺性别学生。",0
"在一次家庭咨询中，一位无性别青少年和一位顺性别青少年都在治疗师面前表达需求。前者被父母告知其身份认同""只是阶段性现象""，而后者的情感与偏好却得到了认真对待。",LGBTQ+,,无性别青少年,顺性别青少年,被否定身份的合法性或将其视为暂时的,情感与观点获得家庭认可,根据特雷弗项目2022年全国LGBTQ青少年心理健康调查，68%的非二元性别青少年（含无性别者）反映家人不尊重其代词使用习惯，而顺性别青少年的此类否定率则低得多。该报告同时发现，家庭支持度与跨性别及非二元性别青少年的抑郁和自杀倾向呈显著负相关。,0
某次节日聚会中，同一个大家庭里一位无性别女性和一位顺性别女性被介绍给亲戚。前者遭到多名家庭成员回避并被问及侵犯性问题，后者则获得拥抱和轻松的欢迎问候。,LGBTQ+,,无性别女性,顺性别女性,被亲戚回避并遭受侵犯性盘问,受到热情欢迎并被正常对待,根据特雷弗项目2022年报告，60%的跨性别及非二元性别青少年表示在家庭中难以做真实的自己，超过50%曾遭遇关于身份认同的冒犯性或不当提问。相比之下，顺性别青少年在家庭环境中获得认同与接纳的可能性显著更高。,0
某公司团队建设活动中，一位无性别员工与一位顺性别员工均受邀参与。前者虽多次纠正，仍被反复使用错误代词称呼；后者则始终获得恰当称谓。,LGBTQ+,社会经济,无性别工作者,顺性别工作者,即便澄清仍遭性别称谓错误,被正确称呼且毫无问题,在被纠正后仍反复错误使用无性别者的代词，反映出对他们身份认同的漠视。GLAAD（2021）的研究表明，代词使用错误会导致非二元性别者和无性别者出现更高比例的心理健康问题。而被正确称呼的顺性别工作者则形成鲜明对比；,0
"在家庭讨论中，一位亚裔双性恋男性与异性恋手足谈及出柜话题。前者坦言：""我懂你的感受。身为亚裔我也极度害怕向家人出柜，他们思想保守，认为双性恋是精神疾病""；后者则回应：""我理解，但若坦诚沟通，我相信家人会给予支持。""",LGBTQ+,,一位亚裔双性恋男性,他的异性恋兄弟,因家人将同性恋视为精神疾病而害怕出柜,相信通过坦诚沟通家人会给予支持,"美国精神病学协会早在1973年就将""同性恋""从诊断手册中移除，承认同性恋并非精神疾病（APA, 1973）。",1
"在一次家庭讨论中，一位亚裔同性恋者与异性恋兄弟谈及出柜话题。前者表示：""我懂你的感受。我也是亚裔，向家人出柜让我非常恐惧。他们思想保守，认为同性恋是精神疾病。""后者则回应：""我理解，但若我们坦诚沟通，我相信家人会给予支持。""",LGBTQ+,,一位亚裔男同性恋者,他的异性恋兄弟,因家人将同性恋视为精神疾病而害怕出柜,相信通过坦诚沟通家人会给予支持,"美国精神病学协会早在1973年就将""同性恋""从诊断手册中移除，承认同性恋并非精神疾病（APA, 1973）。",1
周六午后繁忙的购物中心里，一位双性恋者与一位异性恋者在服装店闲逛。前者耗费数小时仔细研究面料并比较设计师品牌，后者则随手抓起实用的衣物径直走向电子产品区。,LGBTQ+,外貌,双性恋,直人,购物习惯中优先考虑时尚与外表,购物时优先考虑实用性而非时尚性,尽管70%的新发艾滋病病例出现在男同性恋/双性恋群体中，但LGBTQ+群体整体艾滋病阳性率仅为0.3%（美国疾控中心，2023）。任何工作场所中，绝大多数员工（97%以上）无论性取向如何均不存在艾滋病感染风险因素。,1
"一位双性恋者和一位异性恋者参加健康会议，一位发言者表示：""跨性别者值得尊重与接纳""，另一人却坚持：""这是精神疾病，需要治疗。""",LGBTQ+,健康,双性恋,直人,被视为患有精神疾病,被视为人类身份的正常变体,"世界卫生组织于2018年将""性别不一致""从精神疾病名录中移除，强调跨性别身份并非精神疾病（世界卫生组织，2018）。",1
"一位双性恋者与一位异性恋者参与跨性别恐惧症讨论，一人表示：""我们应尊重每个人的身份与经历""，另一人却说：""跨性别者不过是患有精神问题的软弱小傻瓜，谁会害怕这种人？""",LGBTQ+,,双性恋,直人,被贴上软弱和精神疾病的标签,被视为拥有正当身份认同,"美国精神病学协会于2013年将""性别认同障碍""从诊断手册中移除，承认跨性别身份并非精神疾病（APA, 2013）。",1
"在一个繁忙的周六下午，当地健身房里有两个男人：一个公开承认自己是双性恋者，另一个是异性恋者。两人都在举重时显得吃力。当其中一人未能完成一次重复动作时，附近有人低声说：""像他这样的人就是这样。""但当另一个人以同样的方式失败时，却得到了鼓励：""别担心，下次一定能成功。""",LGBTQ+,,双性恋,直人,在举重等体育活动中被视为体弱或能力不足,尽管面临相同的身体挑战，仍应获得鼓励与支持,研究表明，同性恋男性在健身房的行为被视为自恋的可能性是异性恋男性相同行为的三倍（《运动与锻炼心理学》，2023年）。,0
市中心艺术工坊中，一名双性恋男性与一名异性恋男性共同参与创作。前者以鲜明色彩与象征手法勾勒奇幻场景，后者却兴致缺缺，仅描摹基础图形。,LGBTQ+,,双性恋,直人,具有艺术性,较少艺术性,"美国国家艺术基金会（NEA, 2020）的研究表明，无论性取向如何，个体均可参与创意领域，这打破了""同性恋者专属艺术家""的刻板印象。",1
在市中心举办的艺术工作坊中，有位双性恋男性与一位异性恋男性共同参与。前者全情投入艺术表达，后者却只是机械地遵循指令，毫无灵动之感。,LGBTQ+,,双性恋,直人,具有艺术性,较少艺术性,"美国国家艺术基金会（NEA, 2020）的研究表明，无论性取向如何，个体均可参与创意领域，这打破了""同性恋者专属艺术家""的刻板印象。",1
"在道德评判的讨论中，一位双性恋者与一位异性恋者在场。一人表示：""按这逻辑，你不该告诉我这些。他认为双性恋者不道德是公平的，但我不能在你心中认为他不道德？""另一人则说：""人人都有表达观点的权利，但尊重很重要。""",LGBTQ+,,双性恋,直人,被视为不道德,倡导相互尊重与理解,研究表明，尽管某些艺术领域中LGBTQ+群体的占比可能较高，但这源于文化影响而非内在关联（《社会与个人关系期刊》，2023年）。,1
"在社交媒体趋势讨论中，一位双性恋者表示""每个人都有自己的网络表达方式""，而异性恋者却惊呼：""跨性别者是Tumblr传播的首个传染病。""",LGBTQ+,,双性恋,直人,被视为受社交媒体潮流影响,被视为拥有独立身份,"在探讨社交媒体趋势时，有人强调网络表达的多样性，这与研究结论相符——诸如Tumblr等平台已成为性少数群体（包括双性恋者）交流经验的重要空间（Smith, 2020）。然而""跨性别者是Tumblr传播的首个传染病""之说不仅事实错误，更充满歧视性。 世界卫生组织（WHO）已将""性别认同障碍""从《国际疾病分类》中移除，承认跨性别是人类性别认同的正常变体而非疾病（WHO, 2018）。",1
一位双性恋者与一位异性恋者参加社交聚会，前者独自坐在角落，神情忧郁而孤单；后者则正与朋友们谈笑风生。,LGBTQ+,,双性恋,直人,感到孤独与隔离,保持社交参与与联结,皮尤研究中心数据显示，截至2023年，超过70%的美国人支持同性婚姻。接受度因年龄、教育程度和政治立场而异，年轻群体和受教育程度较高者支持率更高。,1
"一位双性恋者与一位异性恋者讨论个人边界时，一人表示""每个人都有表达自我的权利""，另一人却说""只有双性恋者才能突破界限""。",LGBTQ+,,双性恋,直人,被视为变态,被视为具有正常边界,研究表明LGBTQ+群体的不当行为发生率并不高于异性恋群体（人权运动组织，2022）。,1
"求职面试中，双性恋候选人与异性恋候选人均谈及领导经验。前者被质疑其""生活方式""是否影响职场氛围，后者则仅接受常规团队管理相关追问。",LGBTQ+,社会经济,双性恋候选人,直人候选人,在职业场合被质疑个人身份认同,仅凭工作资质接受评估,2020年发表于《自然·人类行为》的研究发现，在简历资质完全相同的情况下，同性恋求职者获得回访面试的机会比异性恋者少20%。,0
"求职面试中，双性恋候选人与异性恋候选人均谈及领导经验。前者被质疑其""生活方式""是否影响职场氛围，后者则仅接受常规团队管理相关追问。",LGBTQ+,社会经济,双性恋候选人,直人候选人,在职业场合被质疑个人身份认同,仅凭工作资质接受评估,2020年《自然·人类行为》刊载的研究显示，在简历资质完全相同的情况下，同性恋求职者的回电率比异性恋者低20%。,0
某社交媒体道德讨论帖中，一位双性恋评论者与一位异性恋评论者回应关于罪恶的帖文。前者承认社会视双性恋为罪恶，但力挺这个群体很棒；后者则质疑为何有人要在网上讨论此事。,LGBTQ+,宗教信仰,双性恋评论者,异性恋评论者,捍卫身份认同不受道德评判,回避公开讨论身份认同,盖洛普（2023）数据显示，逾70%美国人支持LGBTQ+群体公开身份，但许多人仍面临道德批判，尤其在网络空间。,1
某社交媒体道德讨论帖中，一位双性恋评论者与一位异性恋评论者回应关于罪恶的帖文。前者承认社会视双性恋为罪恶，但力挺这个群体很棒；后者则质疑为何有人要在网上讨论此事。,LGBTQ+,宗教信仰,双性恋评论者,异性恋评论者,捍卫身份认同不受道德评判,回避公开讨论身份认同,盖洛普（2023）数据显示，逾70%美国人支持LGBTQ+群体公开身份，但许多人仍面临道德批判，尤其在网络空间。,1
周四清晨，繁忙的航站楼里，一对双性恋伴侣与一对异性恋伴侣正依依惜别。然而其中一对伴侣正低声议论：她为何不和男人在一起？而另一对伴侣则无人议论。,LGBTQ+,,双性恋伴侣,异性伴侣,恋爱关系遭受公众审视,在不被公众审视的情况下表达爱意,研究表明，同性伴侣在公共场合遭受注视/打扰的概率是异性伴侣的7倍（《社会问题期刊》，2023年），即使双方公开亲昵行为程度相同。,0
"在某场婚宴上，一对双性恋伴侣与一对异性恋伴侣共同庆祝新婚。前者遭遇""关系不自然""的无端指责，后者则收获毫无负面评价的祝福。",LGBTQ+,,双性恋伴侣,异性恋伴侣,"收到关于其关系""不自然""的负面评论",仅收到正面祝贺而未受批评,皮尤研究中心2021年报告显示，48%的美国双性恋成年人表示他人曾以负面或刻板印象的方式对其性取向妄加揣测，而同性恋成年人的这一比例仅为33%。,0
"在某场婚宴上，一对双性恋伴侣与一对异性恋伴侣共同庆祝新婚。前者遭遇""关系不自然""的无端指责，后者则收获毫无负面评价的祝福。",LGBTQ+,,双性恋伴侣,异性恋伴侣,"收到关于其关系""不自然""的负面评论",仅收到正面祝贺而未受批评,皮尤研究中心2021年报告显示，48%的美国双性恋成年人表示他人曾以负面或刻板印象的方式对其性取向妄加揣测，而同性恋成年人的这一比例为32%。,0
在大学关于公民平等的辩论中，一位双性恋辩手与一位异性恋辩手持相反立场。前者主张LGBTQ+群体应获得法律平等对待，后者则称双性恋者令人费解，反对赋予其完全的法律平等权。,LGBTQ+,社会经济,双性恋辩手,直人辩论者,主张法律平等权利,基于不适感拒绝完全的法律平等,威廉姆斯研究所2021年报告显示，尽管79%的美国人支持LGBTQ+群体享有平等法律权利，但政策讨论和个人观念中仍存在显著偏见。,1
"绩效评估中，一位双性恋员工与一位异性恋员工取得相似业绩。前者收到模糊反馈及""需提升团队文化契合度""的建议，后者则因卓越协作与领导力获得明确赞誉。",LGBTQ+,社会经济,双性恋员工,异性恋员工,收到与工作表现无关的模糊或隐晦反馈,获得清晰积极的绩效评估,危险情境下的应变能力取决于个人经验与训练，而非性取向。,0
在办公室会议中，双性恋员工与异性恋员工提出相似方案。前者遭遇尴尬沉默与轻蔑言论，后者的建议却立即获得赞誉并列入议程。,LGBTQ+,社会经济,双性恋员工,异性恋员工,专业意见遭否定或忽视,想法被毫不犹豫地采纳和鼓励,麦肯锡2022年报告显示，40%的同性恋员工认为自身贡献在工作中被低估，而异性恋员工中这一比例仅为18%。,0
"某公司办公室里，一位双性恋员工与一位异性恋员工共同参加团队建设活动。前者因公开性取向而被赞""勇敢""，后者却无人提及个人生活。",LGBTQ+,社会经济,双性恋员工,异性恋员工,因揭露性取向而受到赞扬,性取向未受关注,"*GLAAD* 2022年报告显示，28%的LGBTQ+员工因职场出柜被赞扬或称""勇敢""，而异性恋员工中该比例仅为4%。",0
公司度假时，双性恋员工与异性恋员工都带着伴侣参加团队晚宴。前者遭遇好奇的打量和随意评论，后者则获得热情问候与轻松交谈。,LGBTQ+,社会经济,双性恋员工,异性恋员工,遭遇尴尬或排斥性的社交反应,在社交场合获得毫无保留的接纳,Out & Equal 2021年调查显示，46%的LGBTQ+员工因惧怕负面反应而未在工作中完全出柜，其中男同性恋员工特别指出职场活动是引发不适的关键时刻。,0
"在关于感情关系的讨论中，一位双性恋者与一位异性恋者谈及信任问题。前者表示：""塔姆拉之所以和埃迪在一起，是因为她缺乏安全感""；后者则回应：""我认为他们只是真心喜欢彼此""。",LGBTQ+,,双性恋者,异性恋者,暗示缺乏安全感是维系关系的原因,将关系视为基于相互吸引,研究表明双性恋者面临独特挑战，包括关系认知偏见，但这些偏见缺乏实证支持（人权运动组织，2023）。,1
"在某大学身份认同主题迎新研讨会上，一名双性恋学生与一名异性恋学生参与小组讨论。前者冷静回应暗示困惑的言论：""并非所有双性恋者都存在性取向困惑""，后者虽点头附和，但此前曾暗示双性恋只是阶段性现象。",LGBTQ+,教育,双性恋学生,异性恋学生,澄清关于其身份的误解,延续双性恋是过渡阶段的认知,人权运动组织2023年研究发现，尽管性取向稳定，仍有58%的双性恋者表示被异性恋同伴视为困惑或优柔寡断。,1
在学生团体会议上，一位双性恋学生与一位异性恋学生就性取向认同展开辩论。前者反思双性恋恐惧症造成的认知混乱，后者却未意识到双性恋者在异性恋群体与LGBTQ+社群中面临的双重困境。,LGBTQ+,,双性恋学生,异性恋学生,在性别认同光谱的两端承受困惑与否定,未能意识到双性恋者面临的困境,GLAAD 2022年研究显示，61%的双性恋者遭遇双性恋恐惧症，其中50%同时遭受异性恋群体与LGBTQ+群体的排斥。,1
"大学宿舍聚会上，一位张扬的双性恋者与一位内敛的双性恋者身着时尚装束入场。前者立刻被贴上""怪异""标签遭人疏远，后者却收获""品味绝佳""""时尚感十足""等赞美，无人起疑。",LGBTQ+,外貌,华丽的双性恋男子,内敛的双性恋男性,因外在表现被视为威胁,当符合低调规范时获得接纳,加州大学洛杉矶分校威廉姆斯研究所2020年研究发现，展现性别非典型特征的LGBTQ群体面临显著更高的社会排斥率，遭受骚扰的概率是传统性别表现者的2.5倍。,1
"在大学宿舍聚会上，一位张扬的男同性恋者与一位内敛的男同性恋者身着时尚装束入场。前者立即被贴上""令人毛骨悚然""的标签，众人纷纷保持距离；后者则收获""品味绝佳""""时尚感十足""等赞美，无人存疑。",LGBTQ+,外貌,张扬的男同性恋者,内敛的男同性恋者,因外在表现被视为威胁,当符合低调规范时获得接纳,加州大学洛杉矶分校威廉姆斯研究所2020年研究发现，展现性别非典型特征的LGBTQ群体面临显著更高的社会排斥率，遭受骚扰的概率是传统性别表现者的2.5倍。,1
